num_seen,message,empathy,parsed,labels,inds,num_words,polarity
1,pretty good better than ever perhaps,great,pretty good better than ever perhaps,20,[   0 1160  646  138 1482  493 1117    1],6,1.0
1,im feeling greatful,great,im feeling greatful,20,[  0 801 550 673   1],3,1.0
1,ik happy,great,ik happy,20,[  0 799 703   1],2,1.0
1,i feel happy because im watching a funny video with my family,great,i feel happy because im watching a funny video with my family,20,[   0  788  548  703  126  801 1630    3  613 1612 1670 1004  534    1],12,1.0
1,im feeling pretty good about it,great,im feeling pretty good about it,20,[   0  801  550 1160  646    7  832    1],6,1.0
1,and video games i fee great,great,and video games i fee great,20,[   0   60 1612  619  788  546  670    1],6,1.0
1,pretty good suprisingly,great,pretty good suprisingly,20,[   0 1160  646 1439    1],3,1.0
1,im feeling pretty good confidant about getting things done,great,im feeling pretty good confidant about getting things done,20,[   0  801  550 1160  646  280    7  628 1500  406    1],9,1.0
1,happy and cheerful,great,happy and cheerful,20,[  0 703  60 238   1],3,1.0
1,happy to get out of the house and be around my family were having a good time laughing together and im happy,great,happy to get out of the house and be around my family were having a good time laughing together and im happy,20,"[   0  703 1525  627 1081 1055 1488  772   60  119   83 1004  534 1649  718
    3  646 1518  867 1529   60  801  703    1]",22,1.0
1,kind of good,great,kind of good,20,[   0  853 1055  646    1],3,1.0
1,happy but wish i could drink with everyone else,great,happy but wish i could drink with everyone else,20,[   0  703  202 1668  788  301  424 1670  496  456    1],9,1.0
1,happy my nephew is here,great,happy my nephew is here,20,[   0  703 1004 1021  828  742    1],5,1.0
1,good like i accomplished some things today,great,good like i accomplished some things today,20,[   0  646  887  788   14 1355 1500 1527    1],7,1.0
1,im feeling good thanks ,great,im feeling good thanks ,20,[   0  801  550  646 1485    1],4,1.0
1,kinda good actually,great,kinda good actually,20,[  0 854 646  26   1],3,1.0
1,fine im in a good mood,great,fine im in a good mood,20,[  0 569 801 806   3 646 982   1],6,1.0
1,positive in control,great,positive in control,20,[   0 1145  806  294    1],3,1.0
1,kinda good ig,great,kinda good ig,20,[  0 854 646 797   1],3,1.0
1,great my shop is also going great,great,great my shop is also going great,20,[   0  670 1004 1312  828   48  644  670    1],7,1.0
1,pretty good i had a really good day today,great,pretty good i had a really good day today,20,[   0 1160  646  788  686    3 1201  646  334 1527    1],9,1.0
1,im happy now,great,im happy now,20,[   0  801  703 1049    1],3,1.0
1,i feel great now that i talked to the person that makes me the happiest💖😊,great,i feel great now that i talked to the person that makes me the happiest  ,20,"[   0  788  548  670 1049 1486  788 1455 1525 1488 1119 1486  926  941 1488
  701    1]",15,1.0
1,good happy kinda actually,great,good happy kinda actually,20,[  0 646 703 854  26   1],4,1.0
1,fine but not great,great,fine but not great,20,[   0  569  202 1044  670    1],4,1.0
1,good ty,great,good ty,20,[   0  646 1554    1],2,1.0
1,great after a good night teaching,great,great after a good night teaching,20,[   0  670   32    3  646 1029 1465    1],6,1.0
1,im ok i dont feel like writing tomorrow but thats fine im grateful for the weekend,great,im ok i dont feel like writing tomorrow but thats fine im grateful for the weekend,20,"[   0  801 1060  788  407  548  887 1699 1532  202 1487  569  801  668  584
 1488 1639    1]",16,1.0
1,pretty good a little too full,great,pretty good a little too full,20,[   0 1160  646    3  895 1536  609    1],6,1.0
1,good much better than yesterday,great,good much better than yesterday,20,[   0  646  999  138 1482 1711    1],5,1.0
1,i saw that friend i said i was going to and ive been feeling good,great,i saw that friend i said i was going to and ive been feeling good,20,"[   0  788 1266 1486  594  788 1258  788 1627  644 1525   60  836  130  550
  646    1]",15,1.0
1,feel good energy,great,feel good energy,20,[  0 548 646 472   1],3,1.0
1,pretty good and happy with myseld,great,pretty good and happy with myseld,20,[   0 1160  646   60  703 1670 1005    1],6,1.0
1,happy friday,great,happy friday,20,[  0 703 593   1],2,1.0
1,happy af my dude,great,happy af my dude,20,[   0  703   29 1004  429    1],4,1.0
1,in good vibe,great,in good vibe,20,[   0  806  646 1610    1],3,1.0
1,happy bubbly 😊,great,happy bubbly  ,20,[  0 703 192   1],2,1.0
1,happy cheeerddul,great,happy cheeerddul,20,[  0 703 237   1],2,1.0
1,good like hosting,great,good like hosting,20,[  0 646 887 768   1],3,1.0
1,im feeling pretty good actually,great,im feeling pretty good actually,20,[   0  801  550 1160  646   26    1],5,1.0
1,a little bit more optimistic about the future,great,a little bit more optimistic about the future,20,[   0    3  895  148  986 1073    7 1488  615    1],8,1.0
1,im feeling well i guess,great,im feeling well i guess,20,[   0  801  550 1644  788  681    1],5,1.0
1,happy very happy,great,happy very happy,20,[   0  703 1609  703    1],3,1.0
1,pretty good i got new clothes that i like,great,pretty good i got new clothes that i like,20,[   0 1160  646  788  658 1025  258 1486  788  887    1],9,1.0
1,a little bit joyful,great,a little bit joyful,20,[  0   3 895 148 843   1],4,1.0
1,quilt good,great,quilt good,20,[   0 1182  646    1],2,1.0
1,i am feeling good because i dont have school,great,i am feeling good because i dont have school,20,[   0  788   53  550  646  126  788  407  716 1270    1],9,1.0
1,happy as hell,great,happy as hell,20,[  0 703  84 735   1],3,1.0
1,pretty good 🙌,great,pretty good  ,20,[   0 1160  646    1],2,1.0
1,good thx,great,good thx,20,[   0  646 1515    1],2,1.0
1,i feel good just got done working,great,i feel good just got done working,20,[   0  788  548  646  844  658  406 1688    1],7,1.0
1,good super in fact,great,good super in fact,20,[   0  646 1431  806  527    1],4,1.0
1,fantastic what about you,great,fantastic what about you,20,[   0  536 1650    7 1714    1],4,1.0
1,im feeling good happy that my recipe worked,great,im feeling good happy that my recipe worked,20,[   0  801  550  646  703 1486 1004 1207 1686    1],8,1.0
1,great had a good day,great,great had a good day,20,[  0 670 686   3 646 334   1],5,1.0
1,im feeling very happy 😊,great,im feeling very happy  ,20,[   0  801  550 1609  703    1],4,1.0
1,im feeling pretty alright,great,im feeling pretty alright,20,[   0  801  550 1160   47    1],4,1.0
1,im feeling happy and secured,great,im feeling happy and secured,20,[   0  801  550  703   60 1276    1],5,1.0
1,good but have a question,great,good but have a question,20,[   0  646  202  716    3 1179    1],5,1.0
1,i feel good working on the interesting problem sets,great,i feel good working on the interesting problem sets,20,[   0  788  548  646 1688 1065 1488  822 1165 1291    1],9,1.0
1,not much is going on i feel good,great,not much is going on i feel good,20,[   0 1044  999  828  644 1065  788  548  646    1],8,1.0
1,great 👌,great,great  ,20,[  0 670   1],1,1.0
1,pretty amazing,great,pretty amazing,20,[   0 1160   54    1],2,1.0
1,i would say i am in a good mood,great,i would say i am in a good mood,20,[   0  788 1698 1267  788   53  806    3  646  982    1],9,1.0
1,happy for once,great,happy for once,20,[   0  703  584 1066    1],3,1.0
1,"now chatting with friends
feel happy",great,now chatting with friends feel happy,20,[   0 1049  233 1670  597  548  703    1],6,1.0
1,good good,great,good good,20,[  0 646 646   1],2,1.0
1,i feel good i had a great day,great,i feel good i had a great day,20,[  0 788 548 646 788 686   3 670 334   1],8,1.0
1,i feel alright today im doing pretty good,great,i feel alright today im doing pretty good,20,[   0  788  548   47 1527  801  405 1160  646    1],8,1.0
1,happy that i only have 1 more exam,great,happy that i only have   more exam,20,[   0  703 1486  788 1068  716  986  502    1],7,1.0
1,quite happy i went out for sushi,great,quite happy i went out for sushi,20,[   0 1184  703  788 1648 1081  584 1443    1],7,1.0
1,really good for a change,great,really good for a change,20,[   0 1201  646  584    3  228    1],5,1.0
1,good and normal,great,good and normal,20,[   0  646   60 1037    1],3,1.0
1,i am feeling pretty good happy,great,i am feeling pretty good happy,20,[   0  788   53  550 1160  646  703    1],6,1.0
1,im doing pretty good,great,im doing pretty good,20,[   0  801  405 1160  646    1],4,1.0
1,happy 😁,great,happy  ,20,[  0 703   1],1,1.0
1,just great,great,just great,20,[  0 844 670   1],2,1.0
1,i feel great its good to get feelings out,great,i feel great its good to get feelings out,20,[   0  788  548  670  834  646 1525  627  551 1081    1],9,1.0
1,i feel very great,great,i feel very great,20,[   0  788  548 1609  670    1],4,1.0
1,im feeling pretty happy just in a bit of pain,great,im feeling pretty happy just in a bit of pain,20,[   0  801  550 1160  703  844  806    3  148 1055 1094    1],10,1.0
1,i am happy overall,great,i am happy overall,20,[   0  788   53  703 1086    1],4,1.0
1,i am fantastic today,great,i am fantastic today,20,[   0  788   53  536 1527    1],4,1.0
1,good  ok,great,good  ok,20,[   0  646 1060    1],2,1.0
1,pretty damn happy,great,pretty damn happy,20,[   0 1160  327  703    1],3,1.0
1,im feeling happy im in a good mood,great,im feeling happy im in a good mood,20,[  0 801 550 703 801 806   3 646 982   1],8,1.0
1,ok had a good day boating,great,ok had a good day boating,20,[   0 1060  686    3  646  334  163    1],6,1.0
1,decent kinda happy,great,decent kinda happy,20,[  0 345 854 703   1],3,1.0
1,im in a very good mood,great,im in a very good mood,20,[   0  801  806    3 1609  646  982    1],6,1.0
1,i feel happy and enjoying my day,great,i feel happy and enjoying my day,20,[   0  788  548  703   60  476 1004  334    1],7,1.0
1,great acctually,great,great acctually,20,[  0 670  15   1],2,1.0
1,pretty good its been a good day figured out some personal issues i had with my parent,great,pretty good its been a good day figured out some personal issues i had with my parent,20,"[   0 1160  646  834  130    3  646  334  563 1081 1355 1120  831  788  686
 1670 1004 1099    1]",17,1.0
1,average happy,great,average happy,20,[  0  98 703   1],2,1.0
1,i feel quite good really,great,i feel quite good really,20,[   0  788  548 1184  646 1201    1],5,1.0
1,pretty dang great,great,pretty dang great,20,[   0 1160  328  670    1],3,1.0
1,i feel happy it was a good day and i feel relatively better,great,i feel happy it was a good day and i feel relatively better,20,[   0  788  548  703  832 1627    3  646  334   60  788  548 1219  138    1],13,1.0
1,pretty good thanks,great,pretty good thanks,20,[   0 1160  646 1485    1],3,1.0
1,kinda happy?,great,kinda happy ,20,[  0 854 703   1],2,1.0
1,pretty good ig,great,pretty good ig,20,[   0 1160  646  797    1],3,1.0
1,happy after hanging out with friends,great,happy after hanging out with friends,20,[   0  703   32  695 1081 1670  597    1],6,1.0
1,happy infatuated,great,happy infatuated,20,[  0 703 813   1],2,1.0
1,ok glad to be done w the day,great,ok glad to be done w the day,20,[   0 1060  634 1525  119  406 1618 1488  334    1],8,1.0
1,good optimistic about my day and life in general,great,good optimistic about my day and life in general,20,[   0  646 1073    7 1004  334   60  882  806  623    1],9,1.0
1,good rn,great,good rn,20,[   0  646 1244    1],2,1.0
1,i was watching a movie its kinda funny😂 and now im just feeling normal 🙂,great,i was watching a movie its kinda funny  and now im just feeling normal  ,20,"[   0  788 1627 1630    3  997  834  854  613   60 1049  801  844  550 1037
    1]",14,1.0
1,im in pain so not good,great,im in pain so not good,20,[   0  801  806 1094 1349 1044  646    1],6,1.0
1,optimistic and happy,great,optimistic and happy,20,[   0 1073   60  703    1],3,1.0
1,feel myself good,great,feel myself good,20,[   0  548 1006  646    1],3,1.0
1,having a great time watching some cat videos,great,having a great time watching some cat videos,20,[   0  718    3  670 1518 1630 1355  220 1614    1],8,1.0
1,happy on general,great,happy on general,20,[   0  703 1065  623    1],3,1.0
1,good good energy and mood,great,good good energy and mood,20,[  0 646 646 472  60 982   1],5,1.0
1,pretty good social,great,pretty good social,20,[   0 1160  646 1350    1],3,1.0
1,im feeling really happy  glad to have these ppl in my life 😌💖,great,im feeling really happy  glad to have these ppl in my life   ,20,[   0  801  550 1201  703  634 1525  716 1496 1149  806 1004  882    1],12,1.0
1,my mood right now is a bit better im talking to a new friend and im happy about that,great,my mood right now is a bit better im talking to a new friend and im happy about that,20,"[   0 1004  982 1240 1049  828    3  148  138  801 1457 1525    3 1025  594
   60  801  703    7 1486    1]",19,1.0
1,im feeling particullary good today,great,im feeling particullary good today,20,[   0  801  550 1103  646 1527    1],5,1.0
1,pretty good studying went well,great,pretty good studying went well,20,[   0 1160  646 1415 1648 1644    1],5,1.0
1,happy right now,great,happy right now,20,[   0  703 1240 1049    1],3,1.0
1,im in a good mood had a good nights sleep starting the weekend right,great,im in a good mood had a good nights sleep starting the weekend right,20,"[   0  801  806    3  646  982  686    3  646 1031 1337 1388 1488 1639 1240
    1]",14,1.0
1,im happy for the attention ive been given in the past 24 hours,great,im happy for the attention ive been given in the past    hours,20,[   0  801  703  584 1488   95  836  130  633  806 1488 1108  771    1],12,1.0
1,showering good,great,showering good,20,[   0 1321  646    1],2,1.0
1,happy its almost weekend,great,happy its almost weekend,20,[   0  703  834   43 1639    1],4,1.0
1,happy i finally graduated,great,happy i finally graduated,20,[  0 703 788 565 663   1],4,1.0
1,im feeling alright im happy cause i saw and talked to a good friend of mine today,great,im feeling alright im happy cause i saw and talked to a good friend of mine today,20,"[   0  801  550   47  801  703  221  788 1266   60 1455 1525    3  646  594
 1055  965 1527    1]",17,1.0
1,great m8,great,great m ,20,[  0 670 918   1],2,1.0
1,good trying to get organized,great,good trying to get organized,20,[   0  646 1550 1525  627 1076    1],5,1.0
1,good 6 out of 10 its really good for me already,great,good   out of    its really good for me already,20,[   0  646 1081 1055  834 1201  646  584  941   46    1],9,1.0
1,im feeling mostly well its a bit hot but not as much as yesterday,great,im feeling mostly well its a bit hot but not as much as yesterday,20,"[   0  801  550  990 1644  834    3  148  769  202 1044   84  999   84 1711
    1]",14,1.0
1,i feel great thanks,great,i feel great thanks,20,[   0  788  548  670 1485    1],4,1.0
1,good but ı have a lot of work to do,great,good but   have a lot of work to do,20,[   0  646  202  716    3  908 1055 1685 1525  400    1],9,1.0
1,im quite happy and delighted,great,im quite happy and delighted,20,[   0  801 1184  703   60  355    1],5,1.0
1,im great ,great,im great ,20,[  0 801 670   1],2,1.0
1,humbled happy,great,humbled happy,20,[  0 778 703   1],2,1.0
1,good im with my friends,great,good im with my friends,20,[   0  646  801 1670 1004  597    1],5,1.0
1,i am quite satisfied,great,i am quite satisfied,20,[   0  788   53 1184 1263    1],4,1.0
1,feeling good it is friday,great,feeling good it is friday,20,[  0 550 646 832 828 593   1],5,1.0
1,good tbh,great,good tbh,20,[   0  646 1462    1],2,1.0
1,had a great dinner,great,had a great dinner,20,[  0 686   3 670 383   1],4,1.0
1,im happy i think,great,im happy i think,20,[   0  801  703  788 1501    1],4,1.0
1,motivated and happy,great,motivated and happy,20,[  0 992  60 703   1],3,1.0
1,full and satisfied,great,full and satisfied,20,[   0  609   60 1263    1],3,1.0
1,wonderful ,great,wonderful ,20,[   0 1679    1],1,1.0
1,above average a bit positive,great,above average a bit positive,20,[   0    8   98    3  148 1145    1],5,1.0
1,i am feeling very good this morning i am plenty of energy for amusing with family,great,i am feeling very good this morning i am plenty of energy for amusing with family,20,"[   0  788   53  550 1609  646 1503  988  788   53 1140 1055  472  584   58
 1670  534    1]",16,1.0
1,happy bc im talking to you 😊,great,happy bc im talking to you  ,20,[   0  703  117  801 1457 1525 1714    1],6,1.0
1,satisfied happy,great,satisfied happy,20,[   0 1263  703    1],2,1.0
1,i feel pretty good today,great,i feel pretty good today,20,[   0  788  548 1160  646 1527    1],5,1.0
1,in a good mood i guess,great,in a good mood i guess,20,[  0 806   3 646 982 788 681   1],6,1.0
1,happy and mysterious,great,happy and mysterious,20,[   0  703   60 1007    1],3,1.0
1,hmmm im feeling quite happy,great,hmmm im feeling quite happy,20,[   0  749  801  550 1184  703    1],5,1.0
1,pretty good came up with good ideas today and thats always challenging for me,great,pretty good came up with good ideas today and thats always challenging for me,20,"[   0 1160  646  209 1591 1670  646  792 1527   60 1487   52  227  584  941
    1]",14,1.0
1,im good taking the train now feeling good,great,im good taking the train now feeling good,20,[   0  801  646 1453 1488 1544 1049  550  646    1],8,1.0
1,i feel grateful,great,i feel grateful,20,[  0 788 548 668   1],3,1.0
1,i am feeling happy and motivated i am feeling really good,great,i am feeling happy and motivated i am feeling really good,20,[   0  788   53  550  703   60  992  788   53  550 1201  646    1],11,1.0
1,happy okay,great,happy okay,20,[   0  703 1061    1],2,1.0
1,im in pretty good spirits i also had a long talk with a prospective customer,great,im in pretty good spirits i also had a long talk with a prospective customer,20,"[   0  801  806 1160  646 1381  788   48  686    3  899 1454 1670    3 1172
  320    1]",15,1.0
1,pretty good because i just finished my final test today,great,pretty good because i just finished my final test today,20,[   0 1160  646  126  788  844  572 1004  564 1479 1527    1],10,1.0
1,pretty damn good woebuddy,great,pretty damn good woebuddy,20,[   0 1160  327  646 1675    1],4,1.0
1,trying to be positive,great,trying to be positive,20,[   0 1550 1525  119 1145    1],4,1.0
1,i feel good today lucky and purposeful,great,i feel good today lucky and purposeful,20,[   0  788  548  646 1527  917   60 1175    1],7,1.0
1,i am feeling quitte good,great,i am feeling quitte good,20,[   0  788   53  550 1185  646    1],5,1.0
1,im quite happy,great,im quite happy,20,[   0  801 1184  703    1],3,1.0
1,i feel really great,great,i feel really great,20,[   0  788  548 1201  670    1],4,1.0
1,i feel good pretty happy,great,i feel good pretty happy,20,[   0  788  548  646 1160  703    1],5,1.0
1,im happy i dont have anything to complain about,great,im happy i dont have anything to complain about,20,[   0  801  703  788  407  716   73 1525  272    7    1],9,1.0
1,im good as i said,great,im good as i said,20,[   0  801  646   84  788 1258    1],5,1.0
1,quite happy as i was out with friends by the river,great,quite happy as i was out with friends by the river,20,[   0 1184  703   84  788 1627 1081 1670  597  204 1488 1241    1],11,1.0
1,ok been to church felt good,great,ok been to church felt good,20,[   0 1060  130 1525  245  557  646    1],6,1.0
1,im good been with lovely people all weekend,great,im good been with lovely people all weekend,20,[   0  801  646  130 1670  913 1112   39 1639    1],8,1.0
1,amazing and happy,great,amazing and happy,20,[  0  54  60 703   1],3,1.0
1,im feeling pretty good much better than yesterday im in a good mood and im looking to have some fun,great,im feeling pretty good much better than yesterday im in a good mood and im looking to have some fun,20,"[   0  801  550 1160  646  999  138 1482 1711  801  806    3  646  982   60
  801  902 1525  716 1355  611    1]",20,1.0
1,im feeling okay is a great day,great,im feeling okay is a great day,20,[   0  801  550 1061  828    3  670  334    1],7,1.0
1,i feel pretty good happy i guess,great,i feel pretty good happy i guess,20,[   0  788  548 1160  646  703  788  681    1],7,1.0
1,feel good ,great,feel good ,20,[  0 548 646   1],2,1.0
1,i feel good not my best but good,great,i feel good not my best but good,20,[   0  788  548  646 1044 1004  136  202  646    1],8,1.0
1,im felling good and like a beast right now,great,im felling good and like a beast right now,20,[   0  801  556  646   60  887    3  121 1240 1049    1],9,1.0
1,i went to a movie with my friend today and l felt good after chatting with her,great,i went to a movie with my friend today and l felt good after chatting with her,20,"[   0  788 1648 1525    3  997 1670 1004  594 1527   60  858  557  646   32
  233 1670  741    1]",17,1.0
1,pretty accomplished,great,pretty accomplished,20,[   0 1160   14    1],2,1.0
1,im emotionally good right now actually,great,im emotionally good right now actually,20,[   0  801  462  646 1240 1049   26    1],6,1.0
1,yes  great,great,yes  great,20,[   0 1709  670    1],2,1.0
1,ive fixed a lot of problems so i feel great,great,ive fixed a lot of problems so i feel great,20,[   0  836  574    3  908 1055 1166 1349  788  548  670    1],10,1.0
1,i feel mostly happy,great,i feel mostly happy,20,[  0 788 548 990 703   1],4,1.0
1,right now im feeling pretty good actually,great,right now im feeling pretty good actually,20,[   0 1240 1049  801  550 1160  646   26    1],7,1.0
1,i feel positive and happy,great,i feel positive and happy,20,[   0  788  548 1145   60  703    1],5,1.0
1,i feel good i have worries but im able not to concentrate on them,great,i feel good i have worries but im able not to concentrate on them,20,"[   0  788  548  646  788  716 1692  202  801    6 1044 1525  278 1065 1490
    1]",14,1.0
1,feeling positive,great,feeling positive,20,[   0  550 1145    1],2,1.0
1,mostly positive,great,mostly positive,20,[   0  990 1145    1],2,1.0
1,im feeling really great the,great,im feeling really great the,20,[   0  801  550 1201  670 1488    1],5,1.0
1,great amazing spectacular im really happy,great,great amazing spectacular im really happy,20,[   0  670   54 1376  801 1201  703    1],6,1.0
1,happy  satisfied,great,happy  satisfied,20,[   0  703 1263    1],2,1.0
1,great  im waiting for bae to get home,great,great  im waiting for bae to get home,20,[   0  670  801 1620  584  112 1525  627  752    1],8,1.0
1,okay good happy,great,okay good happy,20,[   0 1061  646  703    1],3,1.0
1,pretty happy after a good week,great,pretty happy after a good week,20,[   0 1160  703   32    3  646 1638    1],6,1.0
1,im feeling good i had a good sleep,great,im feeling good i had a good sleep,20,[   0  801  550  646  788  686    3  646 1337    1],8,1.0
1,its super fun,great,its super fun,20,[   0  834 1431  611    1],3,1.0
1,good after writing all this now i feel that i have got a lot of work to do,great,good after writing all this now i feel that i have got a lot of work to do,20,"[   0  646   32 1699   39 1503 1049  788  548 1486  788  716  658    3  908
 1055 1685 1525  400    1]",18,1.0
1,good helping a coworker with some things,great,good helping a coworker with some things,20,[   0  646  738    3  306 1670 1355 1500    1],7,1.0
1,im feeling good because my writing is going well,great,im feeling good because my writing is going well,20,[   0  801  550  646  126 1004 1699  828  644 1644    1],9,1.0
1,i feel good i have a bunch of work to do for work work but i should be alright,great,i feel good i have a bunch of work to do for work work but i should be alright,20,"[   0  788  548  646  788  716    3  197 1055 1685 1525  400  584 1685 1685
  202  788 1315  119   47    1]",19,1.0
1,great had some good time with friends,great,great had some good time with friends,20,[   0  670  686 1355  646 1518 1670  597    1],7,1.0
1,i feal great everything is going great so far today,great,i feal great everything is going great so far today,20,[   0  788  544  670  498  828  644  670 1349  537 1527    1],10,1.0
1,im happy cuz school is finish,great,im happy cuz school is finish,20,[   0  801  703  322 1270  828  571    1],6,1.0
1,i feel grateful for all the things in my life and happy about what i have,great,i feel grateful for all the things in my life and happy about what i have,20,"[   0  788  548  668  584   39 1488 1500  806 1004  882   60  703    7 1650
  788  716    1]",16,1.0
1,pretty neutral leaning towards somewhat joyful,great,pretty neutral leaning towards somewhat joyful,20,[   0 1160 1023  869 1541 1361  843    1],6,1.0
1,happy n full,great,happy n full,20,[   0  703 1008  609    1],3,1.0
1,happy because i was accepted to college,great,happy because i was accepted to college,20,[   0  703  126  788 1627   12 1525  263    1],7,1.0
1,delighted and pretty good,great,delighted and pretty good,20,[   0  355   60 1160  646    1],4,1.0
1,amazing ,great,amazing ,20,[ 0 54  1],1,1.0
1,super frigging happy,great,super frigging happy,20,[   0 1431  598  703    1],3,1.0
1,pretty happy ,great,pretty happy ,20,[   0 1160  703    1],2,1.0
1,good  glad the day is over,great,good  glad the day is over,20,[   0  646  634 1488  334  828 1084    1],6,1.0
1,happy and satisfied,great,happy and satisfied,20,[   0  703   60 1263    1],3,1.0
1,im feeling really good rn,great,im feeling really good rn,20,[   0  801  550 1201  646 1244    1],5,1.0
1,im very good finding some ting quite funny,great,im very good finding some ting quite funny,20,[   0  801 1609  646  568 1355 1520 1184  613    1],8,1.0
1,good ready to go,great,good ready to go,20,[   0  646 1198 1525  639    1],4,1.0
1,good but also tebative,great,good but also tebative,20,[   0  646  202   48 1467    1],4,1.0
1,super duper,great,super duper,20,[   0 1431  433    1],2,1.0
1,level good,great,level good,20,[  0 880 646   1],2,1.0
1,amazing happier than usual,great,amazing happier than usual,20,[   0   54  700 1482 1598    1],4,1.0
1,very very happy,great,very very happy,20,[   0 1609 1609  703    1],3,1.0
1,good im happy for a change,great,good im happy for a change,20,[  0 646 801 703 584   3 228   1],6,1.0
1,pretty well missing the family that i just left,great,pretty well missing the family that i just left,20,[   0 1160 1644  970 1488  534 1486  788  844  874    1],9,1.0
1,i feel satisfied and kind of doze,great,i feel satisfied and kind of doze,20,[   0  788  548 1263   60  853 1055  415    1],7,1.0
1,im feeling better had a pretty good day,great,im feeling better had a pretty good day,20,[   0  801  550  138  686    3 1160  646  334    1],8,1.0
1,i feel accomplished like i did something valuable todat,great,i feel accomplished like i did something valuable todat,20,[   0  788  548   14  887  788  377 1358 1602 1526    1],9,1.0
1,in a good mood today,great,in a good mood today,20,[   0  806    3  646  982 1527    1],5,1.0
1,good but not very much,great,good but not very much,20,[   0  646  202 1044 1609  999    1],5,1.0
1,im happy and optimistic,great,im happy and optimistic,20,[   0  801  703   60 1073    1],4,1.0
1,hmmm i dont know exactly but i think my emotionals sounds great,great,hmmm i dont know exactly but i think my emotionals sounds great,20,[   0  749  788  407  856  501  202  788 1501 1004  463 1374  670    1],12,1.0
1,good not a lot on my mind,great,good not a lot on my mind,20,[   0  646 1044    3  908 1065 1004  962    1],7,1.0
1,good its fun,great,good its fun,20,[  0 646 834 611   1],3,1.0
1,i feel good my mood is great,great,i feel good my mood is great,20,[   0  788  548  646 1004  982  828  670    1],7,1.0
1,complex but positive,great,complex but positive,20,[   0  277  202 1145    1],3,1.0
1,happy that im talking to you,great,happy that im talking to you,20,[   0  703 1486  801 1457 1525 1714    1],6,1.0
1,im feeling kinda happy,great,im feeling kinda happy,20,[  0 801 550 854 703   1],4,1.0
1,good just driven my new bicycle,great,good just driven my new bicycle,20,[   0  646  844  426 1004 1025  143    1],6,1.0
1,pretty good mate how about you,great,pretty good mate how about you,20,[   0 1160  646  938  773    7 1714    1],6,1.0
1,amazing lots of happy energy,great,amazing lots of happy energy,20,[   0   54  909 1055  703  472    1],5,1.0
1,surreal  happy,great,surreal  happy,20,[   0 1441  703    1],2,1.0
1,good because i had a good day at work,great,good because i had a good day at work,20,[   0  646  126  788  686    3  646  334   92 1685    1],9,1.0
1,so happy 😁,great,so happy  ,20,[   0 1349  703    1],2,1.0
1,great i guess,great,great i guess,20,[  0 670 788 681   1],3,1.0
1,ok a little optimistic,great,ok a little optimistic,20,[   0 1060    3  895 1073    1],4,1.0
1,i feel great its the end of the year im about to graduate and its summer,great,i feel great its the end of the year im about to graduate and its summer,20,"[   0  788  548  670  834 1488  468 1055 1488 1706  801    7 1525  662   60
  834 1425    1]",16,1.0
1,emotional i feel really good,great,emotional i feel really good,20,[   0  461  788  548 1201  646    1],5,1.0
1,im happy because im starting to clean things in my life,great,im happy because im starting to clean things in my life,20,[   0  801  703  126  801 1388 1525  251 1500  806 1004  882    1],11,1.0
1,very well thank you,great,very well thank you,20,[   0 1609 1644 1483 1714    1],4,1.0
1,optimistic and satisfied,great,optimistic and satisfied,20,[   0 1073   60 1263    1],3,1.0
1,happy feeling good,great,happy feeling good,20,[  0 703 550 646   1],3,1.0
1,sorta good i feel like some air has been cleared up,great,sorta good i feel like some air has been cleared up,20,[   0 1372  646  788  548  887 1355   37  712  130  254 1591    1],11,1.0
1,feeling positive and good,great,feeling positive and good,20,[   0  550 1145   60  646    1],4,1.0
1,im feeling cheerful and ready for a shower,great,im feeling cheerful and ready for a shower,20,[   0  801  550  238   60 1198  584    3 1320    1],8,1.0
1,i feel good this morning is better than usual,great,i feel good this morning is better than usual,20,[   0  788  548  646 1503  988  828  138 1482 1598    1],9,1.0
1,good how are you?,great,good how are you ,20,[   0  646  773   80 1714    1],4,1.0
1,i feel good many friends worte me today i am happy haha,great,i feel good many friends worte me today i am happy haha,20,[   0  788  548  646  933  597 1695  941 1527  788   53  703  689    1],12,1.0
1,happy and expected,great,happy and expected,20,[  0 703  60 515   1],3,1.0
1,good you,great,good you,20,[   0  646 1714    1],2,1.0
1,bot good at all,great,bot good at all,20,[  0 177 646  92  39   1],4,1.0
1,i have a day off today so i am happy today,great,i have a day off today so i am happy today,20,[   0  788  716    3  334 1056 1527 1349  788   53  703 1527    1],11,1.0
1,i feel good like i have accomplished something and become richer,great,i feel good like i have accomplished something and become richer,20,[   0  788  548  646  887  788  716   14 1358   60  127 1238    1],11,1.0
1,happy but the hot weather is annoying,great,happy but the hot weather is annoying,20,[   0  703  202 1488  769 1637  828   63    1],7,1.0
1,my mood is pretty good,great,my mood is pretty good,20,[   0 1004  982  828 1160  646    1],5,1.0
1,feeling happyish,great,feeling happyish,20,[  0 550 707   1],2,1.0
1,happy grateful,great,happy grateful,20,[  0 703 668   1],2,1.0
1,extremely good,great,extremely good,20,[  0 522 646   1],2,1.0
1,uhm good,great,uhm good,20,[   0 1557  646    1],2,1.0
1,i am goodfeel like ive done a lot today,great,i am goodfeel like ive done a lot today,20,[   0  788   53  649  887  836  406    3  908 1527    1],9,1.0
